DOCID	REVIEW SENTID	REVIEW SENT	REVIEW AUID	RESPONSE SENTID	RESPONSE SENT	RESPONSE AUID
3193864	50007781	---SEP--- Clean room, nothing special, had to change rooms next day for bed preference; front desk played dumb first day we arrived and did not mention completing a card for preference type so they could call us next day.		80008378	We are sorry that we were unable to accommodate your bedding request for your first night, but are glad you were given a room move.	
3193864	50007782	Housekeeping staff was exceptional.		80008379	We regret any confusion regarding your reservation.	
3193864	50007783	I had to go to desk and ask if there was a room change even available.		80008380	Our room categories are based on ocean views, and not beds We make every effort to meet requests, but this is sometimes challenging during high occupancy.	
3193864	50007784	Tiki Bar food was good but pricey and make sure you go at happy hour otherwise like all other establishments the drinks are expensive.		80008381	Thank you for your kind words about our excellent Housekeeping Team!	
3193864				80008382	It's great that you liked our premier Waikiki location, as well.	
3193864				80008383	We would be honored to host you again for an even better experience!	
3193864				80008384	Mahalo nui loa, Stephanie Helms Guest Services Coordinator	

3326593	50007790	The Grand Windsor Hotel ---SEP---		80008395	Dear Mr / Ms Schoemaker, Wonderful news!	
3326593	50007791	This was a totally luxe experience.		80008396	Thanking you for your kind words.	
3326593	50007792	From checkin to when we left two days later, the staff could not have been more attentive.		80008397	The pleasure of your company was ours and we thank you for your recommendation to readers.	
3326593	50007793	Our room, with seperate sitting room, was spacious with classical style furniture and a really comfortable bed.		80008398	Looking forward to the pleasure of welcoming you both back already.	
3326593	50007794	Will definetely be staying at The Windsor again.		80008399	With thanks and best wishes, Yours sincerely, David David G.A. Perry Chief Executive Officer	

3253801	50007800	Great Hosts ---SEP---		80008400	It was a pleasure having you both stay with us and we are pleased you enjoyed yourselves and thank you for such a lovely review.	
3253801	50007801	My wife and i have just had the pleasure of staying at one of the best B&B's that we have stayed in for a very long time over the Easter break.		80008401	Hope to see you both back at Hall Park in the not too distant future.	
3253801	50007802	Jane and Dick were lovely hosts and very helpful, their home / B&B is spotless and very comfortable, the gardens stunning, work in progress, as for breakfast lovely fresh farm produce well cooked, but the best bit for me was the bread which Jane makes she holds bread making courses at certain times through out the year.		80008402	Jane	
3253801	50007803	i highly recommend this B&B don't be put off by the fact that it seems a way out side Norwich as the bus stop is just outside the B&B and just takes 10 mins you are only mins from the Broads, the B&B is reasonably priced as well.				
3253801	50007804	Thanks for the lovely stay.				

3299598	50007810	Best hotel in Waikiki ---SEP---		80008413	Aloha and thank you for sharing your review.	
3299598	50007811	You have to stay at the Surfjack!!		80008414	We are so pleased to learn that you loved your stay with us at the Surfjack, and that our staff gave you a warm aloha welcome.	
3299598	50007812	What a lovely place we stayed at.		80008415	It would be a pleasure to welcome you to our island oasis again sometime!	
3299598	50007813	The design of the hotel is on point and is so unique in comparison to the other hotels around.		80008416	Mahalo.	
3299598	50007814	The staff is very friendly and accommodating.				
3299598	50007815	We stayed a total of 3 nights and we didn't want to leave at all.				
3299598	50007816	The hotel lends you a nice beach bag with towels and complimentary water and coffee.				
3299598	50007817	It was really enjoyable and don't forget the restaurant Mahina and Sun's in the hotel which is opened to all.				
3299598	50007818	We thought it was such a nice paradise in the middle of Waikiki.				
3299598	50007819	Big thanks to everyone at the Surfjack!				

3255173	50007820	D for Disgraceful..		80008427	Dear LBarrett-Scott Thank you for posting your review of your most recent stay with us here at the Macdonald Bath Spa Hotel.	
3255173	50007821	Dirty..		80008428	We do apologize for the experience that you received and are happy that you managed to address your concerns with our Manager and that he was able to provide you with adequate compensation.	
3255173	50007822	Disappointing ---SEP---		80008429	Should you wish to afford us another opportunity to be able to show you the standards that Macdonald Hotels are accustomed with, please contact our Duty Manager directly so that she is able to assist with your booking.	
3255173	50007823	We were looking forward to a few days exploring the delights of Bath and had been recommended The MacDoanlad Bath Spa Hotel by some friends.		80008430	Thank you and once again, our sincerest apologies.	
3255173	50007824	They had spoken so highly of it, so when we arrived I was wondering if there was another Bath Spa Hotel.		80008431	Yours sincerely The Leadership Team at the Macdonald Bath Spa Hotel	
3255173	50007825	There were initial signs that this would not be a great stay, when we rang to reserve a room.				
3255173	50007826	No information on the restaurant, spa packages just wanted to take our reservation (certainly not 5 star)				
3255173	50007827	"On arrival the same again ""you have reserved a classic room can I have your credit card for payment?"""				
3255173	50007828	No info on the hotel facilities, dining times.				
3255173	50007829	The only saving grace was the Head Concierge who took our bags and showed us up to the room.				
3255173	50007830	He asked us had we been to Bath before and then gave us some great tips on where to go and what to see.				
3255173	50007831	My expectations on our room were high as our friends and the website had portrayed delightfully presented rooms.				
3255173	50007832	"Were we blown away ""Not at all"" Shabby."				
3255173	50007833	Dirty..				
3255173	50007834	Mould growing around the sink and shower..				
3255173	50007835	Broken window catches..				
3255173	50007836	Fraying curtains.				
3255173	50007837	old moth eared menus...cup and bottle marks on the tables...broken hangers in the wardrobe....				
